Equipamento,Escala,IMO,Inicio,Fim,Unidade,Quantidade
QC07,PTSIE759589094,5822345,2024-02-13 03:44:55,2024-02-13 04:00:15,Quilograma,925343.2068416041
QC02,PTSIE532439076,0457844,2023-09-25 17:08:03,2023-09-26 11:09:55,Unidade,87.0
QC03,PTSIE532439076,0457844,2023-09-26 11:09:55,2023-09-25 18:59:10,Unidade,229.0
QC01,PTSIE447306653,4426425,2022-07-29 03:19:49,2022-07-29 19:23:40,Unidade,6.0
QC02,PTSIE447306653,4426425,2022-07-29 19:23:40,2022-07-29 08:54:25,Unidade,584.0
QC07,PTSIE872660048,0885170,2024-03-16 02:13:13,2024-03-16 21:33:36,Unidade,410.0
QC06,PTSIE872660048,0885170,2024-03-16 21:33:36,2024-03-16 19:57:37,Unidade,593.0
QC05,PTSIE872660048,0885170,2024-03-16 19:57:37,2024-03-16 12:58:28,Unidade,287.0
FLEXIVEL 1,PTSIE872660048,0885170,2024-03-16 12:58:28,2024-03-16 10:46:14,Unidade,44.0
QC03,PTSIE826232102,0861086,2023-04-22 09:50:40,2023-04-22 13:22:18,Unidade,80.0
QC04,PTSIE826232102,0861086,2023-04-22 13:22:18,2023-04-22 17:04:18,Tonelada,521.7945998114366
QC02,PTSIE826232102,0861086,2023-04-22 17:04:18,2023-04-23 01:42:52,Unidade,177.0
FLEXIVEL 1,PTSIE826232102,0861086,2023-04-23 01:42:52,2023-04-22 13:03:27,Unidade,318.0
QC10,PTSIE002410368,6188641,2023-05-25 08:42:51,2023-05-27 02:50:40,Unidade,90.0
QC04,PTSIE692544900,4291897,2024-01-01 09:11:57,2024-01-02 05:18:43,Unidade,143.0
QC05,PTSIE692544900,4291897,2024-01-02 05:18:43,2024-01-01 15:50:42,Unidade,739.0
QC06,PTSIE692544900,4291897,2024-01-01 15:50:42,2024-01-01 18:27:54,Unidade,1036.0
QC07,PTSIE692544900,4291897,2024-01-01 18:27:54,2024-01-01 18:24:42,Unidade,272.0
QC03,PTSIE692544900,4291897,2024-01-01 18:24:42,2024-01-01 16:20:51,Unidade,556.0
QC08,PTSIE692544900,4291897,2024-01-01 16:20:51,2024-01-01 09:45:02,Quilograma,3364618.783347575
QC01,PTSIE791184760,1567697,2023-04-04 15:34:21,2023-04-05 10:29:28,Unidade,109.0
QC02,PTSIE791184760,1567697,2023-04-05 10:29:28,2023-04-05 03:57:06,Unidade,405.0
QC02,PTSIE915464303,5674695,2022-02-15 00:29:25,2022-02-15 17:15:48,Unidade,516.0
QC04,PTSIE915464303,5674695,2022-02-15 17:15:48,2022-02-15 19:04:26,Tonelada,577.4531293334741
QC03,PTSIE915464303,5674695,2022-02-15 19:04:26,2022-02-15 00:46:04,Unidade,602.0
QC02,PTSIE869901682,5142461,2022-01-13 03:13:31,2022-01-13 16:56:58,Tonelada,318.2261145521253
QC03,PTSIE869901682,5142461,2022-01-13 16:56:58,2022-01-13 05:35:42,Unidade,758.0
QC06,PTSIE369182550,7769248,2023-01-14 21:01:03,2023-01-14 22:26:31,Unidade,496.0
QC04,PTSIE369182550,7769248,2023-01-14 22:26:31,2023-01-14 21:08:51,Unidade,129.0
QC05,PTSIE369182550,7769248,2023-01-14 21:08:51,2023-01-15 17:46:22,Unidade,912.0
QC03,PTSIE369182550,7769248,2023-01-15 17:46:22,2023-01-14 22:02:30,Unidade,420.0
QC09,PTSIE321047149,4462315,2023-04-09 11:23:24,2023-04-10 00:40:14,Unidade,209.0
QC08,PTSIE321047149,4462315,2023-04-10 00:40:14,2023-04-10 04:04:59,Tonelada,579.0127998895491
QC10,PTSIE321047149,4462315,2023-04-10 04:04:59,2023-04-10 08:09:07,Unidade,608.0
QC05,PTSIE321047149,4462315,2023-04-10 08:09:07,2023-04-09 20:26:46,Tonelada,305.1362846223857
QC06,PTSIE321047149,4462315,2023-04-09 20:26:46,2023-04-10 01:41:58,Unidade,785.0
QC06,PTSIE597619432,8257417,2023-07-25 19:24:15,2023-07-29 03:03:51,Unidade,471.0
QC09,PTSIE073967911,2163606,2022-02-06 08:14:31,2022-02-06 19:13:35,Unidade,380.0
QC08,PTSIE073967911,2163606,2022-02-06 19:13:35,2022-02-06 15:59:04,Unidade,387.0
QC08,PTSIE944685173,4633355,2023-08-24 21:11:34,2023-08-25 04:52:49,Unidade,702.0
QC09,PTSIE944685173,4633355,2023-08-25 04:52:49,2023-08-25 02:56:39,Unidade,308.0
QC07,PTSIE944685173,4633355,2023-08-25 02:56:39,2023-08-25 14:42:42,Unidade,237.0
QC08,PTSIE477861862,2366030,2022-10-30 13:31:46,2022-10-30 16:05:50,Unidade,444.0
QC09,PTSIE477861862,2366030,2022-10-30 16:05:50,2022-10-31 00:29:14,Unidade,577.0
QC10,PTSIE477861862,2366030,2022-10-31 00:29:14,2022-10-30 23:19:45,Unidade,116.0
QC07,PTSIE477861862,2366030,2022-10-30 23:19:45,2022-10-30 21:52:53,Tonelada,469.2105622517198
QC06,PTSIE477861862,2366030,2022-10-30 21:52:53,2022-10-31 08:34:17,Unidade,260.0
QC12,PTSIE477861862,2366030,2022-10-31 08:34:17,2022-10-31 02:50:15,Quilograma,2243689.460795182
QC11,PTSIE477861862,2366030,2022-10-31 02:50:15,2022-10-31 07:18:57,Unidade,393.0
QC05,PTSIE477861862,2366030,2022-10-31 07:18:57,2022-10-31 03:41:21,Unidade,392.0
QC08,PTSIE307762782,4633355,2023-10-11 18:12:01,2023-10-11 20:31:46,Unidade,357.0
QC07,PTSIE307762782,4633355,2023-10-11 20:31:46,2023-10-12 02:56:42,Tonelada,164.84721210817855
QC10,PTSIE307762782,4633355,2023-10-12 02:56:42,2023-10-11 19:18:40,Unidade,98.0
QC09,PTSIE307762782,4633355,2023-10-11 19:18:40,2023-10-11 21:00:26,Tonelada,100.53503303188933
FLEXIVEL 1,PTSIE332738628,2919446,2024-03-25 16:55:33,2024-03-25 21:54:58,Unidade,225.0
FLEXIVEL 2,PTSIE332738628,2919446,2024-03-25 21:54:58,2024-03-26 12:00:49,Tonelada,306.14448248531124
QC04,PTSIE332738628,2919446,2024-03-26 12:00:49,2024-03-26 13:40:46,Unidade,180.0
QC05,PTSIE332738628,2919446,2024-03-26 13:40:46,2024-03-25 19:50:23,Quilograma,2845065.324498018
QC01,PTSIE090539598,1978392,2022-10-30 18:30:24,2022-10-31 07:59:35,Unidade,977.0
QC03,PTSIE090539598,1978392,2022-10-31 07:59:35,2022-10-31 15:35:20,Tonelada,407.34817374839844
QC02,PTSIE090539598,1978392,2022-10-31 15:35:20,2022-10-31 17:34:53,Tonelada,380.5591352844666
QC04,PTSIE090539598,1978392,2022-10-31 17:34:53,2022-10-30 19:26:20,Tonelada,46.0098228765149
QC05,PTSIE090539598,1978392,2022-10-30 19:26:20,2022-10-31 06:29:11,Tonelada,320.5734740941636
QC05,PTSIE582364963,1226474,2022-09-27 19:23:41,2022-09-28 03:42:05,Unidade,126.0
QC04,PTSIE582364963,1226474,2022-09-28 03:42:05,2022-09-28 08:24:44,Tonelada,8.0
QC06,PTSIE582364963,1226474,2022-09-28 08:24:44,2022-09-27 22:15:59,Unidade,209.0
QC07,PTSIE582364963,1226474,2022-09-27 22:15:59,2022-09-28 08:16:48,Tonelada,737.9982390110483
QC04,PTSIE375540549,1792508,2024-01-21 08:51:51,2024-01-22 22:40:30,Quilograma,1283458.1924257996
QC03,PTSIE375540549,1792508,2024-01-22 22:40:30,2024-01-21 08:58:05,Unidade,329.0
FLEXIVEL 1,PTSIE375540549,1792508,2024-01-21 08:58:05,2024-01-24 05:43:48,Unidade,77.0
FLEXIVEL 2,PTSIE375540549,1792508,2024-01-24 05:43:48,2024-01-23 10:23:40,Quilograma,2500708.074381778
QC10,PTSIE891095267,2788729,2024-08-28 20:12:02,2024-08-29 20:58:26,Unidade,545.0
QC08,PTSIE891095267,2788729,2024-08-29 20:58:26,2024-08-29 11:35:59,Unidade,577.0
QC09,PTSIE891095267,2788729,2024-08-29 11:35:59,2024-08-29 18:17:12,Tonelada,492.52896402278907
QC07,PTSIE891095267,2788729,2024-08-29 18:17:12,2024-08-30 16:40:58,Quilograma,188753.05331168996
FLEXIVEL 1,PTSIE891095267,2788729,2024-08-30 16:40:58,2024-08-30 16:48:48,Unidade,392.0
QC05,PTSIE950567935,1311234,2022-05-05 12:37:49,2022-05-05 18:04:42,Unidade,245.0
QC04,PTSIE950567935,1311234,2022-05-05 18:04:42,2022-05-06 06:14:49,Unidade,167.0
QC06,PTSIE950567935,1311234,2022-05-06 06:14:49,2022-05-06 05:51:34,Quilograma,2783354.0388346626
QC07,PTSIE950567935,1311234,2022-05-06 05:51:34,2022-05-05 14:29:07,Unidade,1069.0
QC02,PTSIE135619733,6301248,2024-08-03 02:10:31,2024-08-04 01:56:13,Unidade,113.0
QC03,PTSIE135619733,6301248,2024-08-04 01:56:13,2024-08-03 13:41:20,Unidade,490.0
QC04,PTSIE135619733,6301248,2024-08-03 13:41:20,2024-08-03 03:13:37,Unidade,503.0
QC05,PTSIE135619733,6301248,2024-08-03 03:13:37,2024-08-03 11:35:08,Unidade,191.0
QC03,PTSIE847957610,2091966,2022-07-10 12:30:02,2022-07-11 10:16:05,Unidade,44.0
QC04,PTSIE847957610,2091966,2022-07-11 10:16:05,2022-07-10 20:55:12,Unidade,397.0
QC10,PTSIE801214280,3045243,2022-01-16 02:54:53,2022-01-16 18:17:29,Tonelada,593.1798883680575
QC08,PTSIE801214280,3045243,2022-01-16 18:17:29,2022-01-17 01:06:07,Unidade,409.0
QC09,PTSIE801214280,3045243,2022-01-17 01:06:07,2022-01-17 02:11:53,Unidade,502.0
FLEXIVEL 1,PTSIE133801395,4305550,2024-04-25 19:03:56,2024-04-25 20:53:10,Unidade,463.0
QC10,PTSIE133801395,4305550,2024-04-25 20:53:10,2024-04-26 12:06:57,Unidade,307.0
QC09,PTSIE133801395,4305550,2024-04-26 12:06:57,2024-04-26 05:40:31,Quilograma,544770.6364224766
QC03,PTSIE606053999,0563287,2024-07-17 03:47:02,2024-07-19 03:26:42,Quilograma,4961.635815670801
QC04,PTSIE606053999,0563287,2024-07-19 03:26:42,2024-07-18 10:18:37,Unidade,338.0
QC05,PTSIE606053999,0563287,2024-07-18 10:18:37,2024-07-18 08:29:44,Unidade,392.0
QC01,PTSIE236360993,9758799,2022-04-18 21:05:42,2022-04-20 06:35:57,Tonelada,434.61473720021996
FLEXIVEL 2,PTSIE236360993,9758799,2022-04-20 06:35:57,2022-04-19 15:23:23,Tonelada,302.9727263459919
FLEXIVEL 1,PTSIE236360993,9758799,2022-04-19 15:23:23,2022-04-19 22:02:53,Tonelada,34.92666746632455
QC05,PTSIE348451112,1566906,2022-10-17 12:41:44,2022-10-18 06:17:15,Tonelada,577.6853102468122
QC04,PTSIE348451112,1566906,2022-10-18 06:17:15,2022-10-17 18:32:06,Unidade,407.0
QC03,PTSIE348451112,1566906,2022-10-17 18:32:06,2022-10-18 11:37:23,Unidade,329.0
FLEXIVEL 1,PTSIE348451112,1566906,2022-10-18 11:37:23,2022-10-18 09:14:44,Unidade,304.0
QC06,PTSIE348451112,1566906,2022-10-18 09:14:44,2022-10-18 08:45:14,Quilograma,1873491.433552024
QC07,PTSIE348451112,1566906,2022-10-18 08:45:14,2022-10-17 19:33:35,Unidade,606.0
QC10,PTSIE469542917,4682461,2024-09-07 15:44:30,2024-09-08 14:44:48,Tonelada,140.83983400838227
QC09,PTSIE469542917,4682461,2024-09-08 14:44:48,2024-09-08 08:52:35,Unidade,263.0
QC07,PTSIE469542917,4682461,2024-09-08 08:52:35,2024-09-08 05:04:09,Unidade,231.0
QC08,PTSIE469542917,4682461,2024-09-08 05:04:09,2024-09-07 16:16:23,Unidade,307.0
FLEXIVEL 1,PTSIE469542917,4682461,2024-09-07 16:16:23,2024-09-07 23:44:50,Tonelada,495.9673145772625
FLEXIVEL 2,PTSIE469542917,4682461,2024-09-07 23:44:50,2024-09-08 14:17:57,Tonelada,176.40621730914822
QC07,PTSIE166827099,3986174,2024-09-15 18:57:46,2024-09-15 19:59:15,Tonelada,845.640282053524
QC08,PTSIE166827099,3986174,2024-09-15 19:59:15,2024-09-16 17:12:12,Unidade,191.0
QC10,PTSIE166827099,3986174,2024-09-16 17:12:12,2024-09-15 21:08:11,Tonelada,553.9515667398575
QC09,PTSIE166827099,3986174,2024-09-15 21:08:11,2024-09-16 05:06:05,Unidade,253.0
QC06,PTSIE166827099,3986174,2024-09-16 05:06:05,2024-09-17 12:57:46,Unidade,138.0
QC04,PTSIE521832126,9122800,2022-12-18 07:12:22,2022-12-18 16:19:58,Unidade,1061.0
QC06,PTSIE521832126,9122800,2022-12-18 16:19:58,2022-12-18 21:55:24,Unidade,1.0
QC03,PTSIE521832126,9122800,2022-12-18 21:55:24,2022-12-18 22:38:43,Unidade,337.0
QC07,PTSIE521832126,9122800,2022-12-18 22:38:43,2022-12-18 08:05:12,Unidade,237.0
QC08,PTSIE521832126,9122800,2022-12-18 08:05:12,2022-12-18 15:23:34,Tonelada,60.58557803636509
QC06,PTSIE864804623,7482623,2022-01-04 00:51:27,2022-01-04 11:02:52,Unidade,51.0
QC07,PTSIE864804623,7482623,2022-01-04 11:02:52,2022-01-04 19:10:23,Tonelada,786.9999542892166
QC08,PTSIE864804623,7482623,2022-01-04 19:10:23,2022-01-04 04:14:57,Unidade,55.0
QC09,PTSIE864804623,7482623,2022-01-04 04:14:57,2022-01-04 12:55:25,Tonelada,284.89721517707335
QC05,PTSIE864804623,7482623,2022-01-04 12:55:25,2022-01-04 05:11:17,Unidade,557.0
QC05,PTSIE343803060,8960573,2023-12-20 10:34:27,2023-12-20 17:38:12,Unidade,312.0
QC04,PTSIE343803060,8960573,2023-12-20 17:38:12,2023-12-21 02:38:19,Quilograma,2747803.8915013047
QC06,PTSIE343803060,8960573,2023-12-21 02:38:19,2023-12-21 01:21:00,Unidade,660.0
QC03,PTSIE343803060,8960573,2023-12-21 01:21:00,2023-12-20 19:58:52,Unidade,432.0
QC10,PTSIE799626293,6957087,2023-02-19 10:34:06,2023-02-22 19:40:02,Unidade,235.0
QC09,PTSIE799626293,6957087,2023-02-22 19:40:02,2023-02-20 12:54:57,Unidade,473.0
QC08,PTSIE799626293,6957087,2023-02-20 12:54:57,2023-02-23 09:00:51,Unidade,759.0
QC05,PTSIE701615475,8671167,2023-03-15 10:48:27,2023-03-15 23:50:03,Unidade,874.0
QC06,PTSIE701615475,8671167,2023-03-15 23:50:03,2023-03-15 19:41:29,Unidade,351.0
QC04,PTSIE701615475,8671167,2023-03-15 19:41:29,2023-03-15 15:45:42,Tonelada,110.99932408414655
QC07,PTSIE701615475,8671167,2023-03-15 15:45:42,2023-03-15 19:56:49,Unidade,338.0
QC05,PTSIE053069171,8046842,2022-05-15 16:30:18,2022-05-16 12:06:16,Tonelada,351.14402170123356
QC07,PTSIE053069171,8046842,2022-05-16 12:06:16,2022-05-16 10:08:43,Unidade,502.0
QC08,PTSIE053069171,8046842,2022-05-16 10:08:43,2022-05-15 17:48:39,Unidade,111.0
QC06,PTSIE053069171,8046842,2022-05-15 17:48:39,2022-05-15 17:47:10,Unidade,326.0
QC02,PTSIE235342034,5464805,2024-01-04 17:25:37,2024-01-04 18:39:13,Tonelada,314.4073795146416
QC06,PTSIE155097654,7482623,2024-03-14 12:10:22,2024-03-15 07:39:46,Tonelada,800.2585595414876
QC05,PTSIE155097654,7482623,2024-03-15 07:39:46,2024-03-14 17:31:20,Unidade,0.0
QC07,PTSIE155097654,7482623,2024-03-14 17:31:20,2024-03-14 12:11:08,Unidade,591.0
QC06,PTSIE215050742,8280338,2022-04-08 18:37:58,2022-04-10 16:53:24,Unidade,198.0
QC05,PTSIE215050742,8280338,2022-04-10 16:53:24,2022-04-11 04:37:38,Unidade,600.0
QC04,PTSIE215050742,8280338,2022-04-11 04:37:38,2022-04-10 04:36:11,Unidade,109.0
QC02,PTSIE215050742,8280338,2022-04-10 04:36:11,2022-04-11 13:41:23,Unidade,434.0
FLEXIVEL 1,PTSIE215050742,8280338,2022-04-11 13:41:23,2022-04-08 19:12:44,Unidade,91.0
QC07,PTSIE215050742,8280338,2022-04-08 19:12:44,2022-04-11 22:25:39,Unidade,157.0
QC04,PTSIE008688926,2587528,2022-09-18 08:11:52,2022-09-18 18:11:02,Tonelada,204.70309129659614
QC06,PTSIE008688926,2587528,2022-09-18 18:11:02,2022-09-18 19:23:16,Unidade,361.0
QC03,PTSIE008688926,2587528,2022-09-18 19:23:16,2022-09-18 19:30:23,Unidade,264.0
QC07,PTSIE008688926,2587528,2022-09-18 19:30:23,2022-09-18 08:40:18,Unidade,299.0
QC08,PTSIE008688926,2587528,2022-09-18 08:40:18,2022-09-18 11:51:19,Unidade,1083.0
QC02,PTSIE081633340,6743644,2023-09-16 10:23:05,2023-09-16 18:39:58,Unidade,21.0
QC03,PTSIE081633340,6743644,2023-09-16 18:39:58,2023-09-17 07:36:34,Unidade,314.0
QC04,PTSIE081633340,6743644,2023-09-17 07:36:34,2023-09-17 02:00:26,Unidade,305.0
QC02,PTSIE096775479,2422694,2023-11-18 17:52:11,2023-11-19 02:02:20,Unidade,392.0
QC04,PTSIE096775479,2422694,2023-11-19 02:02:20,2023-11-19 06:27:38,Unidade,82.0
QC03,PTSIE096775479,2422694,2023-11-19 06:27:38,2023-11-19 06:47:59,Unidade,223.0
QC07,PTSIE839678977,2098268,2023-12-25 04:40:33,2023-12-26 04:36:24,Unidade,680.0
QC08,PTSIE839678977,2098268,2023-12-26 04:36:24,2023-12-25 19:52:40,Unidade,446.0
QC09,PTSIE839678977,2098268,2023-12-25 19:52:40,2023-12-26 04:02:43,Tonelada,645.4545382661239
QC10,PTSIE839678977,2098268,2023-12-26 04:02:43,2023-12-25 08:16:22,Unidade,284.0
FLEXIVEL 1,PTSIE839678977,2098268,2023-12-25 08:16:22,2023-12-25 06:49:00,Unidade,1.0
FLEXIVEL 2,PTSIE839678977,2098268,2023-12-25 06:49:00,2023-12-25 15:11:28,Tonelada,555.376832888935
QC06,PTSIE839678977,2098268,2023-12-25 15:11:28,2023-12-26 03:33:57,Tonelada,669.0543016112438
QC05,PTSIE839678977,2098268,2023-12-26 03:33:57,2023-12-25 04:52:49,Unidade,580.0
QC09,PTSIE445111384,9707398,2024-06-15 13:57:37,2024-06-16 10:14:17,Unidade,256.0
QC07,PTSIE445111384,9707398,2024-06-16 10:14:17,2024-06-16 11:02:11,Unidade,270.0
QC10,PTSIE445111384,9707398,2024-06-16 11:02:11,2024-06-16 01:32:08,Unidade,854.0
QC08,PTSIE445111384,9707398,2024-06-16 01:32:08,2024-06-16 07:37:29,Unidade,31.0
FLEXIVEL 1,PTSIE445111384,9707398,2024-06-16 07:37:29,2024-06-15 15:19:32,Unidade,225.0
QC04,PTSIE736762571,6314568,2022-01-16 06:51:16,2022-01-17 03:46:12,Unidade,304.0
QC03,PTSIE736762571,6314568,2022-01-17 03:46:12,2022-01-16 07:02:04,Unidade,373.0
QC03,PTSIE636719323,8963797,2022-11-21 11:15:42,2022-11-21 14:04:19,Unidade,124.0
QC04,PTSIE636719323,8963797,2022-11-21 14:04:19,2022-11-22 02:28:00,Unidade,212.0
QC06,PTSIE636719323,8963797,2022-11-22 02:28:00,2022-11-21 17:57:33,Unidade,304.0
QC07,PTSIE636719323,8963797,2022-11-21 17:57:33,2022-11-22 10:25:11,Unidade,774.0
QC05,PTSIE636719323,8963797,2022-11-22 10:25:11,2022-11-22 00:42:45,Tonelada,484.79627290788034
QC01,PTSIE348689073,4522823,2023-11-09 03:22:08,2023-11-09 14:34:32,Unidade,544.0
QC07,PTSIE040028053,8809690,2022-12-04 06:15:26,2022-12-04 08:33:43,Unidade,559.0
QC06,PTSIE040028053,8809690,2022-12-04 08:33:43,2022-12-04 16:27:42,Unidade,177.0
QC08,PTSIE040028053,8809690,2022-12-04 16:27:42,2022-12-04 20:36:50,Unidade,518.0
QC09,PTSIE040028053,8809690,2022-12-04 20:36:50,2022-12-05 00:56:35,Unidade,388.0
QC10,PTSIE040028053,8809690,2022-12-05 00:56:35,2022-12-05 05:27:30,Unidade,102.0
FLEXIVEL 1,PTSIE040028053,8809690,2022-12-05 05:27:30,2022-12-04 13:10:10,Tonelada,320.14136729526035
FLEXIVEL 2,PTSIE040028053,8809690,2022-12-04 13:10:10,2022-12-04 16:20:39,Unidade,214.0
QC03,PTSIE927362217,6477939,2022-12-21 14:35:11,2022-12-22 06:54:48,Unidade,245.0
QC04,PTSIE927362217,6477939,2022-12-22 06:54:48,2022-12-23 15:42:40,Unidade,640.0
QC05,PTSIE927362217,6477939,2022-12-23 15:42:40,2022-12-23 22:55:42,Unidade,29.0
QC08,PTSIE653672937,1539543,2021-11-02 22:43:51,2021-11-05 14:57:22,Unidade,555.0
QC10,PTSIE653672937,1539543,2021-11-05 14:57:22,2021-11-03 08:04:59,Unidade,368.0
QC09,PTSIE653672937,1539543,2021-11-03 08:04:59,2021-11-05 07:08:42,Tonelada,344.5662871551584
QC07,PTSIE653672937,1539543,2021-11-05 07:08:42,2021-11-06 13:18:18,Quilograma,40108.0
QC08,PTSIE798513523,5992122,2023-10-03 01:06:49,2023-10-03 09:30:15,Unidade,496.0
QC07,PTSIE798513523,5992122,2023-10-03 09:30:15,2023-10-03 16:45:20,Unidade,310.0
QC09,PTSIE798513523,5992122,2023-10-03 16:45:20,2023-10-04 10:23:06,Unidade,381.0
QC10,PTSIE798513523,5992122,2023-10-04 10:23:06,2023-10-04 19:05:00,Unidade,120.0
QC03,PTSIE506133230,4053222,2022-05-07 16:38:44,2022-05-07 23:36:57,Quilograma,729034.8050221398
QC02,PTSIE506133230,4053222,2022-05-07 23:36:57,2022-05-08 04:19:50,Unidade,1022.0
QC10,PTSIE642974640,4639119,2023-03-27 22:21:53,2023-03-28 10:33:44,Unidade,627.0
QC08,PTSIE642974640,4639119,2023-03-28 10:33:44,2023-03-28 17:47:54,Quilograma,955322.8451490069
QC09,PTSIE642974640,4639119,2023-03-28 17:47:54,2023-03-28 18:06:15,Tonelada,717.472593919804
FLEXIVEL 1,PTSIE642974640,4639119,2023-03-28 18:06:15,2023-03-28 14:17:44,Unidade,260.0
FLEXIVEL 2,PTSIE642974640,4639119,2023-03-28 14:17:44,2023-03-28 17:22:47,Unidade,701.0
QC06,PTSIE642974640,4639119,2023-03-28 17:22:47,2023-03-28 18:45:53,Unidade,209.0
QC06,PTSIE277619964,4214275,2022-09-17 05:19:38,2022-09-17 14:56:29,Tonelada,215.2376396798585
QC05,PTSIE277619964,4214275,2022-09-17 14:56:29,2022-09-17 16:11:10,Unidade,272.0
QC04,PTSIE277619964,4214275,2022-09-17 16:11:10,2022-09-17 18:18:30,Unidade,456.0
QC03,PTSIE860050566,3986174,2024-01-21 20:01:03,2024-01-22 02:44:50,Unidade,884.0
QC02,PTSIE860050566,3986174,2024-01-22 02:44:50,2024-01-21 22:02:43,Unidade,557.0
QC01,PTSIE169313806,2922261,2023-11-23 02:59:09,2023-11-23 05:04:32,Unidade,203.0
QC06,PTSIE811674527,1311234,2024-01-21 09:03:57,2024-01-21 23:36:03,Unidade,868.0
QC05,PTSIE811674527,1311234,2024-01-21 23:36:03,2024-01-22 22:43:35,Unidade,203.0
QC07,PTSIE811674527,1311234,2024-01-22 22:43:35,2024-01-22 22:26:47,Tonelada,34.79158436833258
QC03,PTSIE811674527,1311234,2024-01-22 22:26:47,2024-01-23 03:10:49,Unidade,341.0
QC03,PTSIE006882557,5302089,2021-11-04 15:45:06,2021-11-05 01:08:32,Quilograma,701025.2828693987
QC04,PTSIE006882557,5302089,2021-11-05 01:08:32,2021-11-05 14:26:45,Tonelada,557.1701259408851
QC02,PTSIE006882557,5302089,2021-11-05 14:26:45,2021-11-05 04:25:34,Unidade,651.0
QC07,PTSIE489986252,7122041,2022-06-12 18:08:26,2022-06-12 21:39:04,Tonelada,807.479910947004
QC08,PTSIE489986252,7122041,2022-06-12 21:39:04,2022-06-13 13:57:04,Unidade,426.0
QC10,PTSIE489986252,7122041,2022-06-13 13:57:04,2022-06-12 21:01:17,Unidade,240.0
QC09,PTSIE489986252,7122041,2022-06-12 21:01:17,2022-06-13 14:43:20,Quilograma,1155611.315972865
QC06,PTSIE489986252,7122041,2022-06-13 14:43:20,2022-06-13 13:41:37,Unidade,99.0
QC09,PTSIE549106516,6967418,2022-11-16 05:50:46,2022-11-16 06:33:43,Unidade,478.0
QC08,PTSIE549106516,6967418,2022-11-16 06:33:43,2022-11-16 15:49:45,Tonelada,239.49643163103107
QC10,PTSIE549106516,6967418,2022-11-16 15:49:45,2022-11-16 18:15:47,Unidade,153.0
QC05,PTSIE071285406,7976139,2021-11-25 23:29:35,2021-11-26 21:46:21,Unidade,251.0
QC06,PTSIE071285406,7976139,2021-11-26 21:46:21,2021-11-26 03:51:09,Unidade,310.0
QC07,PTSIE071285406,7976139,2021-11-26 03:51:09,2021-11-27 02:32:47,Unidade,503.0
QC04,PTSIE071285406,7976139,2021-11-27 02:32:47,2021-11-27 09:15:08,Tonelada,687.5653907209445
QC02,PTSIE050961651,9778874,2022-12-29 20:27:40,2022-12-30 07:03:35,Unidade,98.0
QC01,PTSIE050961651,9778874,2022-12-30 07:03:35,2022-12-31 00:27:40,Unidade,102.0
QC06,PTSIE624349824,4042021,2022-11-23 04:33:18,2022-11-23 09:18:01,Unidade,187.0
QC05,PTSIE624349824,4042021,2022-11-23 09:18:01,2022-11-24 02:54:17,Unidade,113.0
QC04,PTSIE624349824,4042021,2022-11-24 02:54:17,2022-11-23 16:47:02,Unidade,272.0
FLEXIVEL 1,PTSIE624349824,4042021,2022-11-23 16:47:02,2022-11-23 14:25:03,Unidade,1.0
QC07,PTSIE624349824,4042021,2022-11-23 14:25:03,2022-11-23 10:37:05,Unidade,1054.0
QC05,PTSIE614723902,6878510,2022-08-15 09:01:29,2022-08-15 10:12:16,Tonelada,602.6392275268374
QC06,PTSIE614723902,6878510,2022-08-15 10:12:16,2022-08-16 00:20:50,Unidade,122.0
QC07,PTSIE614723902,6878510,2022-08-16 00:20:50,2022-08-15 10:47:06,Unidade,368.0
QC08,PTSIE614723902,6878510,2022-08-15 10:47:06,2022-08-15 16:24:46,Unidade,259.0
QC04,PTSIE583542226,0792686,2023-04-12 11:11:39,2023-04-12 15:37:03,Quilograma,1519072.2237664703
QC05,PTSIE583542226,0792686,2023-04-12 15:37:03,2023-04-12 11:35:06,Unidade,598.0
QC03,PTSIE583542226,0792686,2023-04-12 11:35:06,2023-04-12 20:21:03,Unidade,251.0
QC09,PTSIE004202604,4639119,2023-08-06 22:38:22,2023-08-07 18:13:17,Tonelada,752.9819647169708
QC08,PTSIE004202604,4639119,2023-08-07 18:13:17,2023-08-07 08:42:02,Unidade,211.0
FLEXIVEL 1,PTSIE004202604,4639119,2023-08-07 08:42:02,2023-08-07 07:19:17,Tonelada,81.84330551518934
QC10,PTSIE004202604,4639119,2023-08-07 07:19:17,2023-08-07 08:58:23,Unidade,152.0
QC07,PTSIE004202604,4639119,2023-08-07 08:58:23,2023-08-07 01:39:26,Unidade,287.0
QC04,PTSIE471898418,3370166,2023-07-18 11:45:40,2023-07-19 01:38:14,Unidade,1347.0
QC02,PTSIE471898418,3370166,2023-07-19 01:38:14,2023-07-19 02:40:28,Unidade,83.0
QC05,PTSIE471898418,3370166,2023-07-19 02:40:28,2023-07-18 21:48:56,Unidade,324.0
QC03,PTSIE471898418,3370166,2023-07-18 21:48:56,2023-07-19 10:53:17,Unidade,382.0
QC06,PTSIE471898418,3370166,2023-07-19 10:53:17,2023-07-19 11:32:31,Tonelada,269.10285387826565
FLEXIVEL 1,PTSIE471898418,3370166,2023-07-19 11:32:31,2023-07-19 04:37:31,Unidade,87.0
